"ID","gene_symbol","log2FoldChange","pvalue","padj","mean_CTRL","mean_shBKCa","mean_expression","delta_sh_minus_ctrl"
"ENSG00000139211","AMIGO2",1.35146452665025,1.18883439260796e-101,6.86686084968971e-99,11.6585549681183,13.0113558624733,12.3349554152958,1.35280089435498
"ENSG00000188153","COL4A5",1.54688073623495,1.30310649997615e-101,7.29169530892905e-99,8.88636437923151,10.4270955543647,9.65672996679809,1.54073117513316
"ENSG00000151892","GFRA1",1.49660420915604,6.74021574328265e-101,3.65728191209755e-98,9.89634885778664,11.3911620493646,10.6437554535756,1.49481319157799
"ENSG00000176658","MYO1D",-1.17477714941959,2.4010416267102e-100,1.26450151081979e-97,11.4343252040349,10.2599136730998,10.8471194385673,-1.17441153093518
"ENSG00000196549","MME",-1.055973376533,4.76927009543682e-100,2.43995858082547e-97,13.4088880429874,12.3506274442786,12.879757743633,-1.05826059870881
"ENSG00000132688","NES",-1.4908085391965,1.2535709592068e-99,6.2351226654325e-97,10.7792265297368,9.28989795722744,10.0345622434821,-1.48932857250935
"ENSG00000113739","STC2",0.801706042864827,4.53939670610803e-99,2.19682263296136e-96,14.4054996419818,15.2067405013007,14.8061200716413,0.801240859318908
"ENSG00000104332","SFRP1",-1.50704346717622,2.67863445822729e-96,1.26220075286889e-93,10.4000812730446,8.90031983079214,9.65020055191835,-1.49976144225241
"ENSG00000103196","CRISPLD2",1.36443096109388,1.34452331259306e-94,6.1730857526388e-92,9.82137902340237,11.1885928742309,10.5049859488166,1.36721385082849
"ENSG00000082397","EPB41L3",-0.945381992834953,3.12123027578573e-94,1.39721873295548e-91,12.956998722228,12.0114992695708,12.4842489958994,-0.945499452657245
"ENSG00000103489","XYLT1",-1.68177802104156,1.52225653891347e-92,6.64817697214259e-90,10.9349454851036,9.25681561366141,10.0958805493825,-1.67812987144214
"ENSG00000072952","MRVI1",1.74079052958649,5.80746573233154e-91,2.47591622388401e-88,8.23607530902232,9.97394993580093,9.10501262241162,1.7378746267786
"ENSG00000176435","CLEC14A",-1.6085576170777,2.44791536479032e-90,1.01935750051013e-87,10.3110543148768,8.69377881190273,9.50241656338975,-1.61727550297403
"ENSG00000168685","IL7R",1.17987428373429,3.47732765582933e-89,1.41511429557455e-86,11.3669426639998,12.5439527745979,11.9554477192988,1.17701011059816
"ENSG00000183287","CCBE1",-0.840557865145355,7.17719867562844e-87,2.85588709968451e-84,13.0616690683251,12.2207476708015,12.6412083695633,-0.84092139752363
"ENSG00000163814","CDCP1",-1.20825571035521,2.37824641547555e-86,9.25758267728372e-84,11.5534310708443,10.3410598097622,10.9472454403033,-1.21237126108205
"ENSG00000164484","TMEM200A",-1.22191819078675,3.78566542544414e-85,1.44225798102134e-82,11.8442633562984,10.6259719870887,11.2351176716935,-1.21829136920976
"ENSG00000100234","TIMP3",-0.794826978844892,1.86401710073864e-84,6.95356045954709e-82,13.8083624773376,13.0133679190327,13.4108651981852,-0.794994558304856
"ENSG00000185885","IFITM1",-1.45376781721802,5.49151145934806e-84,2.00675518757319e-81,11.3298551572584,9.88123531240542,10.6055452348319,-1.44861984485302
"ENSG00000131737","KRT34",-1.54804311622174,1.72231994086613e-83,6.16797217222979e-81,10.3589241761551,8.81899951837353,9.58896184726431,-1.53992465778158
"ENSG00000166482","MFAP4",-1.29639690517477,1.38627550777646e-81,4.86718612593044e-79,10.8808413648145,9.57981006033254,10.2303257125735,-1.30103130448201
"ENSG00000164171","ITGA2",-1.22445604990755,2.19486589292874e-81,7.55793628438114e-79,11.1910512556388,9.96873805609194,10.5798946558654,-1.22231319954687
"ENSG00000185052","SLC24A3",1.50730061091747,4.04613271246891e-79,1.36698211980129e-76,8.42594608121969,9.93452669548791,9.1802363883538,1.50858061426822
"ENSG00000125798","FOXA2",4.38409595785375,2.0053535062892e-78,6.64960368215082e-76,3.87496847270036,8.27822697035723,6.07659772152879,4.40325849765687
"ENSG00000133169","BEX1",1.26754697085608,6.76260888022049e-78,2.2016595383496e-75,10.817833683683,12.0872817318959,11.4525577077895,1.26944804821289
"ENSG00000214548","MEG3",-1.41519047780933,1.57068872521638e-75,5.02227719887939e-73,12.3024562340536,10.8869761329468,11.5947161835002,-1.41548010110681
"ENSG00000101134","DOK5",-1.51709583544086,2.11059835217586e-75,6.6302410691335e-73,10.4990184586701,8.97900811829597,9.73901328848306,-1.52001034037418
"ENSG00000100473","COCH",-1.32094723890631,1.50219973757664e-74,4.63765318983573e-72,10.1918357996805,8.87641097470242,9.53412338719148,-1.31542482497813
"ENSG00000187688","TRPV2",-1.51592086385546,5.73621319381608e-74,1.74089209234696e-71,10.0017156736008,8.47453719031016,9.23812643195546,-1.52717848329061
"ENSG00000026751","SLAMF7",3.61133429485702,2.02308127682362e-72,6.0375488904673e-70,4.51699155828629,8.1301465366286,6.32356904745744,3.61315497834231
"ENSG00000138675","FGF5",-1.19581400650376,1.10923692274199e-71,3.25606497354396e-69,11.6761519199853,10.4793424727655,11.0777471963754,-1.19680944721986
"ENSG00000079215","SLC1A3",1.49330062797567,1.52429350725726e-71,4.39867066566102e-69,8.69934875582116,10.1862486968414,9.44279872633128,1.48689994102025
"ENSG00000213190","MLLT11",0.998408204318311,1.54761673146791e-71,4.39867066566102e-69,10.7721439182937,11.7708288754446,11.2714863968692,0.998684957150893
"ENSG00000101333","PLCB4",1.2208042619127,3.8880668201319e-71,1.08780819502003e-68,9.83135547681728,11.0529440289676,10.4421497528924,1.2215885521503
"ENSG00000206190","ATP10A",-1.10577691881638,2.46059956641233e-70,6.77838397479679e-68,10.7346894767392,9.62943600485401,10.1820627407966,-1.1052534718852
"ENSG00000185860","CCDC190",1.35824503630511,2.94534455322872e-69,7.99080902577477e-67,8.49569125653123,9.8524494354333,9.17407034598226,1.35675817890207
"ENSG00000211772","TRBC2",2.45519671427358,1.21129840699753e-68,3.23724019040265e-66,6.18958861973564,8.64139526767164,7.41549194370364,2.451806647936
"ENSG00000144057","ST6GAL2",-1.54855467272192,1.80497959848535e-68,4.75293598389392e-66,9.7976182583196,8.24820402430791,9.02291114131376,-1.54941423401169
"ENSG00000054356","PTPRN",2.03870033645225,9.52200140994307e-68,2.47102836589044e-65,6.98702671254821,9.02665617347859,8.0068414430134,2.03962946093038
"ENSG00000177706","FAM20C",-1.04378750164746,1.15645797925598e-67,2.95821951093679e-65,11.3775686538683,10.3332242667707,10.8553964603195,-1.04434438709764
"ENSG00000162407","PLPP3",-1.22843404191697,6.19177863826687e-67,1.56154913094094e-64,10.3746383609594,9.15110354768576,9.76287095432256,-1.22353481327361
"ENSG00000187720","THSD4",-1.09841301796663,1.08576108979185e-66,2.70022751025178e-64,12.0074488372624,10.9055034050059,11.4564761211342,-1.10194543225651
"ENSG00000163431","LMOD1",1.21195281297162,6.19656159977883e-66,1.51994016446082e-63,9.46135591173647,10.6761529462571,10.0687544289968,1.21479703452067
"ENSG00000091409","ITGA6",-1.28074993868465,2.18906434054493e-65,5.29694406510778e-63,12.0296249482301,10.7537553723376,11.3916901602838,-1.27586957589248
"ENSG00000048740","CELF2",-1.32378747630577,7.52901924059056e-65,1.79752824696019e-62,9.79767241906369,8.48097892885979,9.13932567396174,-1.3166934902039
"ENSG00000156804","FBXO32",0.880118582252142,9.17837239911508e-65,2.16247284445467e-62,10.567957062271,11.4484811667672,11.0082191145191,0.880524104496276
"ENSG00000113083","LOX",-0.709538438593036,1.05992576759541e-64,2.46480919409916e-62,15.623045990405,14.9129674778918,15.2680067341484,-0.710078512513249
"ENSG00000166750","SLFN5",-0.978671892863308,4.80089462322699e-63,1.10211306568593e-60,11.7635932669869,10.7835074098027,11.2735503383948,-0.980085857184172
"ENSG00000167767","KRT80",1.11354359874743,5.78360828944381e-63,1.31090240545292e-60,9.32501924112136,10.4400651758194,9.88254220847036,1.115045934698
"ENSG00000105974","CAV1",-0.804405471802806,6.40366171253769e-63,1.43329958280875e-60,15.0445705375983,14.2412819524405,14.6429262450194,-0.803288585157798
"ENSG00000161249","DMKN",-1.19170574484684,1.35350083152105e-62,2.99207233200197e-60,10.3090353740034,9.11640379459345,9.71271958429844,-1.19263157940997
"ENSG00000164236","ANKRD33B",1.1442847823046,1.54287279753602e-60,3.36910735520487e-58,9.4158785910236,10.5642527823222,9.99006568667291,1.14837419129864
"ENSG00000185745","IFIT1",-1.42353276203611,2.0517567610601e-60,4.42635621247496e-58,9.74517460324525,8.33267108244656,9.0389228428459,-1.41250352079869
"ENSG00000117114","ADGRL2",-1.54997627658387,2.63459491009463e-60,5.61607815001838e-58,9.35535089094398,7.81469867894278,8.58502478494338,-1.5406522120012
"ENSG00000082482","KCNK2",-0.919871916204196,3.04113441985196e-60,6.40641799080813e-58,11.5658890057856,10.6465125433845,11.1062007745851,-0.919376462401127
"ENSG00000126785","RHOJ",-1.28520710010679,2.0715110048026e-59,4.31307861069714e-57,9.89252014934326,8.60922334101703,9.25087174518014,-1.28329680832623
"ENSG00000169083","AR",1.9203374895515,3.22719636776597e-59,6.64208944381809e-57,7.87987187719425,9.78926528643456,8.83456858181441,1.90939340924031
"ENSG00000001561","ENPP4",-2.02640672048529,5.22313084376449e-59,1.0627884191869e-56,8.7169865862902,6.68748074467951,7.70223366548486,-2.02950584161068
"ENSG00000144891","AGTR1",-1.39544565135167,3.52630196685819e-57,7.09460258635536e-55,9.64701179165592,8.24952998871544,8.94827089018568,-1.39748180294048
"ENSG00000269416","LINC01224",2.85853198755274,4.0544360045832e-57,8.06652567756297e-55,5.25034245568252,8.10987824155421,6.68011034861837,2.85953578587169
"ENSG00000181458","TMEM45A",0.680803710850744,1.99880455867369e-56,3.93303235468253e-54,11.5679305476451,12.2489061948067,11.9084183712259,0.680975647161596
"ENSG00000168502","MTCL1",0.702457983032628,4.96424529800549e-56,9.66193220718329e-54,11.7758805634973,12.4787527391637,12.1273166513305,0.702872175666393
"ENSG00000205683","DPF3",-1.24304247240654,1.63635301518506e-55,3.15059538601116e-53,9.98972891834842,8.74740169846133,9.36856530840487,-1.24232721988709
"ENSG00000154330","PGM5",2.64586936125103,1.71554827401001e-55,3.26793695685354e-53,5.48934129562887,8.13526990918415,6.81230560240651,2.64592861355528
"ENSG00000225746","MEG8",-1.67354596470009,2.43462102445581e-55,4.58887621725324e-53,8.99614504816015,7.33686086012639,8.16650295414327,-1.65928418803376
"ENSG00000137285","TUBB2B",1.96434836729655,2.73933032604451e-55,5.10942175189095e-53,6.63086604127514,8.58462298823889,7.60774451475702,1.95375694696376
"ENSG00000166825","ANPEP",-0.94939201448771,8.53340340373991e-55,1.57524867368419e-52,12.0151372985858,11.0642600894869,11.5396986940363,-0.95087720909893
"ENSG00000137193","PIM1",0.758117317184949,9.6766757498527e-55,1.76806689772309e-52,11.4976415776827,12.2553900628335,11.8765158202581,0.75774848515087
"ENSG00000128805","ARHGAP22",-1.35070163641292,1.33445534860762e-54,2.41361186587556e-52,10.7770331615852,9.4275782447747,10.10230570318,-1.34945491681053
"ENSG00000127863","TNFRSF19",1.48156903410471,1.56834678965698e-54,2.80828176155979e-52,7.6437969531892,9.12287282639854,8.38333488979387,1.47907587320935
"ENSG00000182667","NTM",-1.12570175355533,4.07290233256528e-54,7.22073160068454e-52,10.5674837183031,9.44683683158358,10.0071602749434,-1.12064688671957
"ENSG00000149948","HMGA2",-1.16484960291916,4.631743714036e-54,8.1309806807381e-52,11.9016245572157,10.7394251715515,11.3205248643836,-1.16219938566426
"ENSG00000186480","INSIG1",-0.696318144956805,4.98539775974072e-54,8.66684779474925e-52,13.9937037008435,13.2966848492131,13.6451942750283,-0.697018851630439
"ENSG00000167693","NXN",0.898815050631824,5.34946712188857e-54,9.21034214274392e-52,10.7396330291113,11.6397107679905,11.1896718985509,0.900077738879219
"ENSG00000166963","MAP1A",0.81100663509215,5.74936331508892e-54,9.80458090666496e-52,11.3894002687783,12.1989259884601,11.7941631286192,0.809525719681753
"ENSG00000065833","ME1",1.16544561450741,1.11276403730511e-53,1.87973140113068e-51,9.15054274686899,10.3188812204395,9.73471198365424,1.16833847357051
"ENSG00000127824","TUBA4A",0.888397378766463,4.25405822412782e-53,7.11898752908717e-51,10.153739953116,11.0392566639554,10.5964983085357,0.885516710839406
"ENSG00000152049","KCNE4",1.06886898822299,5.56845496379789e-53,9.23229209090416e-51,9.15755232104917,10.2274022628911,9.69247729197012,1.06984994184189
"ENSG00000108448","TRIM16L",1.33714637871868,7.32970900687967e-53,1.20408962823108e-50,8.34192843851281,9.6855239682135,9.01372620336316,1.3435955297007
"ENSG00000212724","KRTAP2-3",-1.67501675864332,1.0220424662504e-52,1.66369930915269e-50,9.46205898012873,7.80367478230999,8.63286688121936,-1.65838419781874
"ENSG00000138131","LOXL4",-1.67369352553971,1.89743972335232e-52,3.06086087264383e-50,9.03231607762528,7.37542210547349,8.20386909154939,-1.65689397215178
"ENSG00000111275","ALDH2",0.954398136808007,2.52819454868386e-52,4.04195103470832e-50,9.85627327164659,10.8095352881999,10.3329042799232,0.9532620165533
"ENSG00000197415","VEPH1",-1.24547469403397,7.01163824127722e-52,1.11106543671071e-49,10.742187165053,9.49701016538864,10.1195986652208,-1.24517699966435
"ENSG00000133019","CHRM3",-2.56956959140167,1.39921293829197e-51,2.19774621693474e-49,7.95929663273852,5.34854856895771,6.65392260084811,-2.61074806378081
"ENSG00000187837","HIST1H1C",-1.26283412505622,1.73284105662092e-51,2.69810886607428e-49,10.4873347592831,9.22285075681335,9.85509275804822,-1.26448400246974
"ENSG00000188641","DPYD",-1.0434838675185,4.84436579050435e-50,7.47786326248026e-48,11.0126691986748,9.96932702498721,10.490998111831,-1.04334217368764
"ENSG00000149596","JPH2",1.18187875703552,1.33459368405936e-49,2.04249867579204e-47,9.42724409020536,10.6104664604074,10.0188552753064,1.183222370202
"ENSG00000081923","ATP8B1",-0.802848818150305,2.10302931067612e-49,3.19125786753954e-47,12.8507826237572,12.0488868936435,12.4498347587004,-0.80189573011371
"ENSG00000119280","C1ORF198",0.667488543059411,2.20053294592354e-49,3.31115486804259e-47,11.8694131138958,12.5377635680812,12.2035883409885,0.668350454185378
"ENSG00000163661","PTX3",-0.962868677343372,4.88329468590227e-49,7.28668955381383e-47,11.2580544350204,10.2935051995957,10.775779817308,-0.964549235424679
"ENSG00000169594","BNC1",1.29544248854659,8.97718626313628e-49,1.32847518370015e-46,8.49242391545341,9.78623216202734,9.13932803874038,1.29380824657393
"ENSG00000166106","ADAMTS15",1.59980113359502,1.03029671605448e-48,1.51217155718619e-46,7.47019399415161,9.06728686634352,8.26874043024757,1.59709287219191
"ENSG00000100596","SPTLC2",-0.765475988494319,2.23630927235898e-48,3.25555722202112e-46,12.4013974108524,11.6347093706677,12.01805339076,-0.766688040184613
"ENSG00000129474","AJUBA",0.655336713525321,1.32969065362599e-47,1.92011619708283e-45,12.2589769643308,12.9150040951476,12.5869905297392,0.656027130816749
"ENSG00000173391","OLR1",2.65160992530106,2.37522125049116e-47,3.40245693690358e-45,5.18921363394941,7.83644089763528,6.51282726579235,2.64722726368587
"ENSG00000261150","EPPK1",1.61379804894054,2.7805890620781e-47,3.95152601155322e-45,7.14777380733822,8.75152048631787,7.94964714682805,1.60374667897965
"ENSG00000107104","KANK1",-0.817366291139051,2.87736149766428e-47,4.05685314780918e-45,10.8665505550896,10.0508802715448,10.4587154133172,-0.81567028354474
"ENSG00000087842","PIR",1.47063901368885,3.15048959395464e-47,4.40723958354311e-45,7.662240042946,9.13706774871055,8.39965389582827,1.47482770576455
"ENSG00000166396","SERPINB7",-0.878460823412896,1.16533788540086e-46,1.61756125395255e-44,11.3381299911261,10.4605145957767,10.8993222934514,-0.877615395349398
"ENSG00000140092","FBLN5",-1.08603522142962,1.51585446789123e-46,2.08791462323542e-44,10.0212559109531,8.92717907136313,9.47421749115813,-1.09407683958998
"ENSG00000166250","CLMP",-1.03894968311568,1.92461209260594e-46,2.63069497177114e-44,11.6176595413015,10.5796800914891,11.0986698163953,-1.03797944981246
"ENSG00000110092","CCND1",-0.952887780439308,2.34103906041341e-45,3.17565495573958e-43,14.3114704392745,13.3646213467996,13.8380458930371,-0.946849092474856
"ENSG00000148677","ANKRD1",0.703783417359999,2.49047894607152e-45,3.35297112844787e-43,12.3444559545519,13.0471044721584,12.6957802133551,0.702648517606502
"ENSG00000185585","OLFML2A",1.79565326471845,2.78863824649694e-45,3.72636988371449e-43,6.70476974727629,8.50055256596708,7.60266115662168,1.7957828186908
"ENSG00000119681","LTBP2",-0.706423894558872,3.46693323299575e-45,4.59843751629792e-43,13.2190177941526,12.5145150241264,12.8667664091395,-0.704502770026226
"ENSG00000169946","ZFPM2",-1.86195354837787,6.0140199110605e-45,7.86036792171163e-43,8.43926729427981,6.5969338592482,7.518100576764,-1.8423334350316
"ENSG00000197614","MFAP5",-0.953412462103365,5.98316930185029e-45,7.86036792171163e-43,10.3968181573084,9.44668079627394,9.92174947679115,-0.950137361034423
"ENSG00000151572","ANO4",-2.88849033205249,8.82954797589308e-45,1.14566584098798e-42,7.67632014585366,4.75347720328822,6.21489867457094,-2.92284294256543
"ENSG00000104714","ERICH1",0.818618793224838,9.83376920083974e-45,1.266787563383e-42,10.0110653331765,10.8291151870735,10.420090260125,0.818049853896994
"ENSG00000075340","ADD2",-3.050547113191,1.2698561921586e-44,1.62414606977086e-42,7.55888006723188,4.4099725333495,5.98442630029069,-3.14890753388238
"ENSG00000159167","STC1",-0.833930377392718,1.37304310544874e-44,1.74366736497625e-42,11.2473581239675,10.411383801767,10.8293709628673,-0.835974322200554
"ENSG00000033170","FUT8",-0.67489713092955,8.70065418722986e-44,1.09714023856717e-41,11.5290163845119,10.8546307311959,11.1918235578539,-0.674385653315962
"ENSG00000132386","SERPINF1",-1.4855197594061,9.0012033871514e-44,1.12710173321911e-41,9.00967066553816,7.52712701881924,8.2683988421787,-1.48254364671892
"ENSG00000275342","PRAG1",0.949708741421604,9.07716052404347e-44,1.12871969683002e-41,9.11088874973995,10.0584645397618,9.58467664475086,0.947575790021812
"ENSG00000006451","RALA",-0.743301562467511,1.04059338106502e-43,1.28502517802415e-41,12.6735145868325,11.9330933134232,12.3033039501278,-0.740421273409261
"ENSG00000139112","GABARAPL1",0.722590179406843,1.19053653990519e-43,1.46011967695495e-41,11.0739438008457,11.7970709268348,11.4355073638403,0.723127125989143
"ENSG00000109854","HTATIP2",0.982653038461043,1.43141174455816e-43,1.7435958297999e-41,9.00558085290196,9.98746978360393,9.49652531825294,0.98188893070197
"ENSG00000164107","HAND2",-1.01781984346425,1.61281986405489e-43,1.95129408687614e-41,10.0560455583345,9.03938526427407,9.54771541130428,-1.01666029406043
"ENSG00000185904","LINC00839",1.04986783136314,1.70980861667142e-43,2.05475389866567e-41,9.28173511145721,10.3283183123029,9.80502671188007,1.04658320084572
"ENSG00000099250","NRP1",-0.701997101799786,1.8891462027353e-43,2.25513679374522e-41,13.5469440787255,12.8460486448118,13.1964963617687,-0.700895433913704
"ENSG00000113389","NPR3",0.88096576866473,1.93603515302456e-43,2.29580433444091e-41,10.1792760965111,11.0613012829614,10.6202886897363,0.882025186450361
"ENSG00000103056","SMPD3",-1.909143501204,2.09551176933237e-43,2.46856800932009e-41,8.67229507399214,6.74852582677195,7.71041045038204,-1.92376924722019
"ENSG00000108854","SMURF2",-0.648804053299291,3.56330054499558e-43,4.17022611494711e-41,12.9140793718068,12.266219830698,12.5901496012524,-0.647859541108792
"ENSG00000131773","KHDRBS3",-1.1967301950501,3.66788653715267e-43,4.2647517100166e-41,9.80143640594513,8.61264711566608,9.2070417608056,-1.18878929027905
"ENSG00000090530","P3H2",0.603348063220353,4.39715312898566e-43,5.07970476952369e-41,11.5370225723086,12.1404038654469,11.8387132188777,0.603381293138288
"ENSG00000010278","CD9",-0.590805825747256,7.36650852649299e-43,8.45542959457586e-41,12.2702781113152,11.6781349636095,11.9742065374623,-0.592143147705709
"ENSG00000178031","ADAMTSL1",-0.720328682185052,1.03952256017047e-42,1.18558541161862e-40,12.0342073553197,11.3150777535745,11.6746425544471,-0.71912960174523
"ENSG00000197903","HIST1H2BK",-0.896209308244789,1.13455559965204e-42,1.28578180806135e-40,10.6977947687175,9.80472920171781,10.2512619852176,-0.893065566999683
"ENSG00000173530","TNFRSF10D",0.647058717106263,1.98239736954989e-42,2.23250360372078e-40,11.4596887617168,12.1072436656373,11.7834662136771,0.647554903920485
"ENSG00000196352","CD55",0.802547594193576,3.02597267588931e-42,3.38644167090462e-40,10.8836418845603,11.6890104144415,11.2863261495009,0.805368529881136
"ENSG00000170571","EMB",-0.815182554266549,5.38896884724111e-42,5.99347057010555e-40,11.9289868443872,11.1152669357434,11.5221268900653,-0.813719908643822
"ENSG00000129103","SUMF2",-0.641206889073889,7.68758347718024e-42,8.49715245323392e-40,12.3285106521072,11.6883606165971,12.0084356343522,-0.640150035510118
"ENSG00000125398","SOX9",-1.07866563742002,8.11388068929959e-42,8.91332194003672e-40,9.99230065415717,8.90189362489428,9.44709713952573,-1.09040702926289
"ENSG00000105419","MEIS3",-0.698427509131607,1.1321187978558e-41,1.23608043868329e-39,12.1058215391494,11.4068388362643,11.7563301877069,-0.698982702885095
"ENSG00000116016","EPAS1",0.584478454416854,1.2451895287584e-41,1.35129476981502e-39,12.0788563953032,12.6623622182138,12.3706093067585,0.583505822910618
"ENSG00000101347","SAMHD1",-0.804624507325699,1.36200428531164e-41,1.46915956221628e-39,12.1162553647075,11.3122298632667,11.7142426139871,-0.804025501440799
"ENSG00000164733","CTSB",0.526816313010624,1.53087322896305e-41,1.64142611004864e-39,14.5213054462842,15.0478358779631,14.7845706621236,0.52653043167882
"ENSG00000197467","COL13A1",-1.38232632419675,1.65975473785882e-41,1.76902192476786e-39,8.95025643392975,7.56666506044876,8.25846074718926,-1.38359137348099
"ENSG00000275216","AL161431.1",1.99675940344048,1.91824756723829e-41,2.03243437508691e-39,6.34988619273539,8.35493359761104,7.35240989517322,2.00504740487565
"ENSG00000196542","SPTSSB",2.80209621367838,2.1563930006953e-41,2.27131606296765e-39,4.80586003397027,7.60743707189869,6.20664855293448,2.80157703792842
"ENSG00000104369","JPH1",-2.09241225326293,6.68984298290603e-41,7.00516540654475e-39,7.98944168543863,5.90477287992456,6.94710728268159,-2.08466880551407
"ENSG00000198743","SLC5A3",-0.778534496229966,2.24684587037079e-40,2.33907105551508e-38,11.4219890249617,10.6446323009313,11.0333106629465,-0.777356724030442
"ENSG00000132429","POPDC3",1.28216813252318,4.08325187671169e-40,4.22628370545662e-38,7.9887954711633,9.26883102774358,8.62881324945344,1.28003555658027
"ENSG00000171451","DSEL",-0.826909207876751,4.61458086046915e-40,4.74877499353796e-38,11.989479790512,11.1586095148703,11.5740446526911,-0.830870275641685
"ENSG00000096060","FKBP5",-0.694373762611135,5.93026308959267e-40,6.06784519327122e-38,12.0197464617443,11.3260081637374,11.6728773127408,-0.693738298006886
"ENSG00000134198","TSPAN2",1.47078658215491,7.9622227836831e-40,8.10065688435396e-38,7.33673888002637,8.80877091323813,8.07275489663225,1.47203203321176
