pathway	pval	padj	log2err	ES	NES	size	leadingEdge	pathway_label	enriched_in	direction_rank
HALLMARK_INTERFERON_GAMMA_RESPONSE	0.00247150244013875	0.00726912482393751	0.431707695803346	-0.403038156325587	-1.472062134543	195	MTHFD2;IFITM2;PSME1;LYSMD2;B2M;BTG1;IFITM3;HLA-B;HLA-A;PSMB8;LAP3;PSME2;CD40;PSMA3;ISG20;PSMB2;PSMB10;IRF9;CCL2;PSMB9;PSMA2;IRF2;BST2;MT2A;ISG15;VAMP5;ST8SIA4;SP110;SRI;NAMPT;SERPING1;TAPBP;IFIT3;UPP1;NUP93;LCP2;HIF1A;IL6;ARID5B;P2RY14;IFI27;SOCS3;PELI1;VAMP8;IFI35;RBCK1;SAMHD1;CDKN1A;NFKBIA;CASP7;IFIT2;GBP4;CCL5;CFB;PTPN1;PTPN2;IRF8;PLSCR1;STAT4;OGFR;CASP3;PARP14;ZNFX1;FAS;MX2;APOL6;PNPT1;MX1	Interferon Gamma Response	qPSC	1.472062134543
HALLMARK_G2M_CHECKPOINT	0.00694196466666348	0.0192832351851763	0.407017918923954	-0.386763664011704	-1.41310860098628	189	MAP3K20;CDKN1B;SLC12A2;CDKN2C;DMD;MYC;DDX39A;KIF22;CCND1;NASP;SMC1A;SNRPD1;NCL;MCM3;BUB3;MT2A;LBR;SMC2;HMGN2;EWSR1;SLC7A5;TOP1;NOLC1;BCL3;HSPA8;AMD1;MCM5;BARD1;HIF1A;DKC1;KIF20B;CKS2;POLA2;CDC7;KPNA2;G3BP1;E2F4;RPS6KA5;SRSF2;NDC80;TRA2B;DTYMK;SRSF10;MAD2L1	G2m Checkpoint	qPSC	1.41310860098628
HALLMARK_TGF_BETA_SIGNALING	0.00770501000319874	0.0202763421136809	0.407017918923954	0.494436938741368	1.55974884113698	53	SKIL;LTBP2;RAB31;SLC20A1;SMAD7;TGFBR1;WWTR1;NCOR2;ID2;SERPINE1;TGIF1;BMPR2;THBS1;MAP3K7;SMAD1;SKI;ENG;ACVR1;SMURF2	Tgf Beta Signaling	myCAF	1.55974884113698
HALLMARK_MYOGENESIS	0.0228182478713103	0.0570456196782757	0.352487857583619	0.350656055898717	1.31801918375249	167	COL1A1;COL3A1;COL6A3;SSPN;IGF1;AEBP1;SGCD;APOD;PRNP;IGFBP3;LAMA2;SVIL;ADAM12;CFD;PTGIS;ITGB5;SPHK1;ACSL1;WWTR1;PDLIM7;COL15A1;PDE4DIP;CLU;MRAS;COL6A2;SCD;KLF5;GAA;PLXNB2;SPTAN1;FST;EFS;SORBS1;ABLIM1;AKT2;LSP1;LPIN1;FGF2;MEF2A;PKIA	Myogenesis	myCAF	1.31801918375249
HALLMARK_UV_RESPONSE_UP	0.0268304603601211	0.0638820484764787	0.352487857583619	-0.375496571782703	-1.32439240897397	147	GPX3;HLA-F;BTG1;EPHX1;IGFBP2;HSPA2;FKBP4;SLC25A4;SELENOW;PSMC3;PLCL1;CA2;ALDOA;RRAD;JUNB;CDC5L;MAOA;BMP2;RHOB;DDX21;BSG;PPT1;AMD1;CEBPG;STIP1;IL6;NXF1;PDAP1;POLR2H;CLTB;PPIF;UROD;ACAA1;ALAS1;EIF2S3;SULT1A1;GRPEL1;PRKCD;NFKBIA;DNAJA1;ASNS;BTG3;MRPL23;CDK2;LYN;KLHDC3;HNRNPU;CASP3;OLFM1;PRPF3;BAK1;CCND3;AP2S1;FEN1;ARRB2	Uv Response Up	qPSC	1.32439240897397
HALLMARK_INFLAMMATORY_RESPONSE	0.0348814831256189	0.0768652306937788	0.321775918075361	0.344094826815463	1.29371265063478	179	INHBA;MMP14;IL1R1;PCDH7;PDPN;CD55;TNFSF10;PLAUR;SPHK1;PTGER2;F3;LPAR1;HAS2;SERPINE1;ABCA1;TPBG;ITGA5;ACVR2A;EMP3;TNFAIP6;SGMS2;SLC11A2;KLF6;SLC7A1;CMKLR1;ITGB8;KIF1B;PTGER4;PSEN1;ADM;AHR;DCBLD2;HRH1;GCH1;IFNGR2;SCN1B;LY6E;CX3CL1	Inflammatory Response	myCAF	1.29371265063478
HALLMARK_COMPLEMENT	0.0353580061191383	0.0768652306937788	0.321775918075361	0.338365838358845	1.27484703330812	186	LRP1;TIMP2;MMP14;FN1;C3;CD55;S100A13;CTSB;PLAUR;PLAT;ZEB1;F3;SERPINE1;ZFPM2;CLU;C1S;CBLB;LAMP2;CTSH;ANXA5;DYRK2;FYN;PRCP;CTSO;PIM1;PDP1;DUSP5;DUSP6;LGALS3;DOCK9;GNG2;TFPI2;HSPA1A;ANG;PSEN1;DPP4;GNAI2;PPP2CB;CASP4;GZMA;XPNPEP1;C1R	Complement	myCAF	1.27484703330812
HALLMARK_IL2_STAT5_SIGNALING	0.0372987682265339	0.0777057671386124	0.321775918075361	0.333053389471115	1.25195152415663	190	PRNP;NT5E;CKAP4;NDRG1;SNX9;TNFSF10;TGM2;IGF1R;ENPP1;TTC39B;PTGER2;PLAGL1;SLC1A5;AHNAK;LRIG1;RORA;EMP1;P4HA1;DHRS3;BMPR2;NCS1;COL6A1;MYO1E;PLEC;FGL2;ST3GAL4;TWSG1;WLS;PHTF2;PIM1;ITGAV;ADAM19;CAPG;KLF6;RABGAP1L;F2RL2;CTSZ;NFKBIZ;ITIH5;PTCH1;GABARAPL1;MAP6;CDKN1C;AMACR;CST7;HK2;AHR;SPRED2;MUC1	Il2 Stat5 Signaling	myCAF	1.25195152415663
HALLMARK_ANGIOGENESIS	0.0558035714285714	0.111607142857143	0.287857117255149	0.483566617543918	1.42969693310039	35	COL3A1;LUM;VCAN;COL5A2;FGFR1;POSTN;FSTL1	Angiogenesis	myCAF	1.42969693310039
HALLMARK_PANCREAS_BETA_CELLS	0.0684055960882518	0.123261694058154	0.287805130535564	0.504504984781543	1.46202934230157	32	FOXO1;MAFB;VDR;PAK3;SRPRB;DPP4	Pancreas Beta Cells	myCAF	1.46202934230157
HALLMARK_REACTIVE_OXYGEN_SPECIES_PATHWAY	0.0690265486725664	0.123261694058154	0.227987202850442	-0.465647771791019	-1.3695599763747	48	GPX3;HMOX2;NDUFA6;NDUFS2;CAT;PDLIM1;NDUFB4;LAMTOR5;PRDX2;SOD1;JUNB	Reactive Oxygen Species Pathway	qPSC	1.3695599763747
HALLMARK_BILE_ACID_METABOLISM	0.0661828746962241	0.123261694058154	0.287805130535564	0.370220555470876	1.29292765784164	94	DIO2;ABCA6;ABCA9;ACSL1;ATXN1;AR;ALDH1A1;ABCA1;FADS2;HSD3B7;SLC23A2;ABCA2;GCLM;EPHX2;EFHC1;PEX26;AMACR;ABCA8;NEDD4;IDH1;RETSAT;PEX6;HSD17B6;DHCR24;CYP27A1	Bile Acid Metabolism	myCAF	1.29292765784164
HALLMARK_APOPTOSIS	0.0746666666666667	0.128735632183908	0.271288554688953	0.32406639720757	1.20387447499576	154	MMP2;TIMP2;LUM;DCN;ANKH;TNFSF10;SLC20A1;TNFRSF12A;SMAD7;PLAT;WEE1;GADD45A;DAP;EMP1;F2R;EGR3;SAT1;LEF1;CLU;NEDD9;ANXA1;PEA15;SPTAN1;LGALS3;SOD2;ERBB2;SC5D;BNIP3L;TIMP3;PMAIP1;CTNNB1;XIAP;CYLD;PSEN1	Apoptosis	myCAF	1.20387447499576
HALLMARK_ESTROGEN_RESPONSE_LATE	0.0826446280991736	0.137741046831956	0.261663521711573	0.318783390310539	1.19831043307761	190	CXCL14;SCUBE2;FLNB;CXCL12;RAB31;NBL1;NCOR2;UGDH;ID2;CLIC3;CA12;PERP;MYOF;DNAJC1;ADD3;EGR3;NRIP1;PDLIM3;TPBG;SNX10;ABHD2;PTGES;SLC16A1;KLF4;SLC26A2;MEST;ASS1;SCARB1;PAPSS2;TFPI2;PLXNB1;SLC24A3;DCXR;AREG;AMFR;SGK1;TSPAN13;SERPINA3;SIAH2;MDK;PGR;CCN5;OPN3;SLC1A4;PDCD4	Estrogen Response Late	myCAF	1.19831043307761
HALLMARK_TNFA_SIGNALING_VIA_NFKB	0.0967741935483871	0.156087408949011	0.237793834423688	0.314764675334027	1.19056099824783	195	INHBA;B4GALT1;GFPT2;IRS2;PLAUR;SPHK1;SPSB1;ACKR3;ID2;F3;GADD45A;CCN1;DRAM1;SERPINE1;PLAU;EGR2;EGR3;SAT1;TGIF1;MARCKS;ABCA1;PDLIM5;KLF2;KLF4;VEGFA;TNFAIP6;DUSP5;SOD2;FOSL2;KLF6;RCAN1;IER5;FUT4;PTGER4;FOSB;F2RL1;SDC4;AREG;CCNL1;EGR1;ZC3H12A;PANX1;SGK1;NFAT5;PLK2;RNF19B;B4GALT5;TNFAIP2;GCH1;IFNGR2;PTGS2;CEBPB;PTX3;MCL1;NFKB1;REL;TUBB2A;MAP3K8;CLCF1;IL7R;BIRC2;NFKB2	Tnfa Signaling Via Nfkb	myCAF	1.19056099824783
HALLMARK_APICAL_SURFACE	0.101123595505618	0.158005617977528	0.211400189384923	0.433100894550297	1.29528725927347	38	GAS1;B4GALT1;SULF2;PLAUR;CROCC;MDGA1;TMEM8B;DCBLD2;CX3CL1;IL2RG;CRYBG1	Apical Surface	myCAF	1.29528725927347
HALLMARK_XENOBIOTIC_METABOLISM	0.126614987080103	0.191840889515308	0.20207170902116	0.30778699390523	1.15767795718428	174	FBLN1;IGF1;IL1R1;PTGDS;PYCR1;MAN1A1;SLC6A6;BCAT1;TPST1;SLC46A3;UGDH;ID2;SLC1A5;CES1;SERPINE1;FMO1;LPIN2;PDLIM5;AOX1;CDO1;SLC35D1;HSD11B1;PTGES;CSAD;SSR3;JUP;PTS;PAPSS2;RBP4	Xenobiotic Metabolism	myCAF	1.15767795718428
HALLMARK_MTORC1_SIGNALING	0.132283464566929	0.194534506716072	0.151148761385484	-0.317832903691114	-1.16388968650512	196	MTHFD2;HPRT1;PSMA4;PPIA;PSMC6;PSMA3;CCT6A;PSMC4;DDX39A;PPA1;ALDOA;GAPDH;ATP5MC1;NIBAN1;TPI1;M6PR;HSPA9;GLA;UBE2D3;PSMB5;IMMT;PSMD13;TUBG1;PSMC2;SLC7A5;EIF2S2;CD9;COPS5;NAMPT;QDPR;TOMM40;TCEA1;EEF1E1;PFKL;ARPC5L;STIP1;LDHA;ELOVL5;PSMD14;PDAP1;RRP9;PNO1;PSMD12;NFYC;HMBS;HSPD1;IDI1;HSPE1;LGMN;TRIB3;ABCF2;GPI;CDKN1A;NFIL3;ETF1;SLC2A3;ACTR3;ASNS;PSME3;GMPS	Mtorc1 Signaling	qPSC	1.16388968650512
HALLMARK_PI3K_AKT_MTOR_SIGNALING	0.17986798679868	0.256954266855257	0.130777137971974	-0.347064499520996	-1.17115881748166	101	NGF;CDKN1B;AP2M1;YWHAB;PPP1CA;PFN1;EIF4E;RAC1;PIN1;TNFRSF1A;UBE2N;UBE2D3;CFL1;ARPC3;MAP2K6;CSNK2B;PTEN;GRB2;ECSIT;ATF1;TRIB3;CDKN1A;PPP2R1B;ACTR3;MAPK10;NCK1;PRKAG1;CDK2;ARHGDIA;CDK4;RAF1;HRAS;RIT1	Pi3k Akt Mtor Signaling	qPSC	1.17115881748166
HALLMARK_PROTEIN_SECRETION	0.266497461928934	0.370135363790186	0.133554954557592	0.312565142519631	1.095036039714	95	SSPN;PAM;LMAN1;SEC31A;ABCA1;TMED10;SEC24D;LAMP2;SEC22B;ARCN1;GNAS;USO1;CLCN3;STX7;STAM;GALC;RAB22A;CLTC;KIF1B;EGFR;GOLGA4;CLN5;MON2;AP2B1;OCRL;STX16;DST;RPS6KA3;MAPK1;YKT6;AP3B1;ARFGEF2	Protein Secretion	myCAF	1.095036039714
HALLMARK_NOTCH_SIGNALING	0.354661791590494	0.471327572663001	0.0931454575337804	-0.390835721404309	-1.07233996228302	32	NOTCH3;JAG1;SKP1;HEYL;RBX1;CCND1;ARRB1;HES1;NOTCH1	Notch Signaling	qPSC	1.07233996228302
HALLMARK_KRAS_SIGNALING_DN	0.358208955223881	0.471327572663001	0.0870515867946735	-0.30356168852732	-1.04156893971516	119	EFHD1;GPRC5C;CHST2;NRIP2;IGFBP2;MTHFR;ZBTB16;ZC2HC1C;CELSR2;BARD1;GAMT;MFSD6	Kras Signaling Dn	qPSC	1.04156893971516
HALLMARK_IL6_JAK_STAT3_SIGNALING	0.372681281618887	0.477796514896009	0.0857844408075645	-0.319416747782359	-1.03437428593538	82	CD36;TNFRSF21;ITGA4;CD44;TNFRSF1B;IRF9;TNFRSF1A;A2M;HAX1;CD9;CSF1;IL6;SOCS3;GRB2;ACVRL1;CD14	Il6 Jak Stat3 Signaling	qPSC	1.03437428593538
